"","q5r1","q56","TechAttitudeMean","TechUseSocialMean","ShoppingAttitudeMean","SocialWebMean","RadioWebMean","VideoWebMean","LeaderMean","TVApp","NewsApp","Music","Entertainment","Gaming","SocialNet","ShoppingApp","OtherApps","Clusters","age"
"233",0,4,3,3,2.54545454545455,2.75,2.75,2.25,2.58333333333333,0,0,0,0,1,1,1,0,"1",6
"234",1,2,1.6,1.25,3.09090909090909,2.75,2.5,2.75,1.25,1,2,1,1,0,1,1,0,"4",4
"235",0,13,2.8,2,3.09090909090909,1.75,3.25,2,2.25,2,2,1,1,1,1,1,1,"3",8
"236",0,6,3,3,3.27272727272727,3.25,3.75,4,2.5,2,0,0,1,1,0,0,0,"3",2
"237",1,11,2.6,3.75,3.54545454545455,3,3.75,2.25,3,0,0,0,0,1,0,0,0,"3",4
"238",1,9,2,2.5,2.72727272727273,2.25,2.75,2,2.08333333333333,1,2,0,0,0,0,1,0,"3",7
"239",0,4,3.8,3.25,3.45454545454545,3,3.75,3.75,3.08333333333333,0,0,0,0,1,0,0,1,"3",3
"240",1,7,3.4,4.25,3.36363636363636,3.25,3.5,3.5,2.83333333333333,0,0,0,0,1,1,0,0,"1",2
"241",1,14,3.6,2.75,4,1.75,3.5,2.5,2.41666666666667,0,1,1,0,1,1,1,0,"2",4
"242",1,11,3.6,3.25,4.27272727272727,4,3,3,2.83333333333333,0,1,1,1,1,0,0,0,"3",10
"243",1,2,3.6,3.75,3.63636363636364,3,3,3.25,3.33333333333333,1,0,0,0,1,1,0,0,"1",3
"244",1,10,2,3,1.90909090909091,2.5,3,3,1.91666666666667,1,1,1,1,1,1,1,0,"4",7
"245",1,11,1.8,3,3.45454545454545,4,3.5,3.75,2.16666666666667,0,1,0,1,1,0,0,0,"3",5
"246",0,5,2.6,2,2.09090909090909,3,3.5,3,1.91666666666667,0,1,0,0,1,1,1,0,"1",5
"247",0,3,3,6,5.54545454545455,3.25,4,3.25,3.75,0,0,1,1,1,1,0,0,"2",2
"248",0,1,3.6,3,3.45454545454545,1.75,3.25,1.75,2.91666666666667,0,1,1,0,0,0,0,0,"3",1
"249",1,10,1.8,2.5,3.63636363636364,2.5,4,3.25,1.83333333333333,1,1,1,0,1,1,1,0,"2",6
"250",1,6,1.6,1,2.36363636363636,1.75,1.75,1.25,1.16666666666667,1,2,0,1,1,1,1,0,"4",4
"251",0,12,2.6,2.25,3.81818181818182,2.25,3,2.5,1.91666666666667,2,2,1,1,1,1,1,1,"3",7
"252",0,14,3,2.25,3.63636363636364,2.75,3,3,2.25,0,2,1,0,0,1,0,0,"3",8
"253",0,5,2.2,2.25,2,1.25,2.25,2,1.75,0,1,0,1,1,1,1,0,"4",6
"254",0,9,1.2,2.5,3.45454545454545,2.25,2.75,2,1.5,0,2,1,0,0,1,1,0,"3",8
"255",0,7,3.2,5,3.45454545454545,3,4,3.25,3.66666666666667,0,0,1,0,1,1,0,0,"2",9
"256",1,9,2.2,2.5,2.63636363636364,2.75,3.5,2.75,1.75,0,1,1,1,1,1,1,0,"4",3
"257",0,3,4.2,2.75,2.81818181818182,2.5,3.5,3.5,2.66666666666667,0,1,0,1,0,1,0,1,"3",8
"258",0,12,2.4,2.5,2.36363636363636,2.25,3.25,2,2.08333333333333,1,2,1,1,1,1,1,0,"4",3
"259",1,5,1,1,1,1,1,1,0.833333333333333,0,2,1,1,1,1,0,0,"4",7
"260",1,12,1.6,2,2.27272727272727,2.5,3.5,2,1.58333333333333,0,2,1,1,1,1,0,0,"2",7
"261",1,12,2.6,2.25,3.45454545454545,2.25,3.25,2,2,0,0,1,1,0,1,1,0,"3",6
"262",1,9,2.2,1.75,2.36363636363636,3,3.25,2.5,1.83333333333333,0,0,0,0,1,1,0,0,"1",4
"263",1,14,3,1.75,2.63636363636364,2.25,4,2.75,2.08333333333333,0,2,0,0,1,1,0,0,"1",9
"264",0,12,2,2,1,2.75,3.25,1.75,1.58333333333333,2,2,1,1,1,1,1,0,"4",2
"265",0,1,2.2,2.25,3,3,4,2.75,1.83333333333333,1,0,1,1,1,1,1,0,"4",2
"266",1,6,1.6,3,3,3,3,2,1.91666666666667,1,2,1,1,1,1,0,0,"2",2
"267",1,7,1,2.5,3.54545454545455,3.25,3.5,3.25,1.66666666666667,0,1,1,0,1,1,0,0,"2",1
"268",1,1,2.2,2,2.09090909090909,3,3.25,3,1.66666666666667,0,0,1,0,1,1,0,0,"2",4
"269",0,12,2.6,3,3.18181818181818,2.5,3.25,3,2.41666666666667,0,0,0,0,0,0,0,0,"3",5
"270",0,6,2.2,3.25,3.18181818181818,4,3.75,3.25,2.83333333333333,0,1,1,0,1,0,0,1,"3",2
"271",1,10,3.4,2.25,3.45454545454545,2.75,2.5,1.75,2.58333333333333,0,1,1,1,1,1,0,0,"2",3
"272",0,7,3.4,2.25,2.72727272727273,2.5,3,2.75,2,2,2,1,1,1,1,0,0,"4",7
"273",0,1,3,3,3,2.25,3.25,2.75,2.5,0,0,1,0,1,0,1,0,"3",2
"274",0,11,2,2.25,3.45454545454545,1.75,1.75,2.75,1.66666666666667,1,2,1,1,1,1,1,0,"4",3
"275",1,10,2,2,1.90909090909091,2.75,2.5,3,1.58333333333333,0,0,1,0,1,1,0,0,"2",5
"276",0,8,3.4,2.75,2.90909090909091,2.75,3.75,3,2.25,0,0,1,0,0,1,1,0,"3",8
"277",1,6,3.4,1.75,4.09090909090909,4,2.75,3,2.5,0,0,1,0,1,0,0,0,"3",4
"278",0,4,2.4,3,3.63636363636364,3,2.75,3.25,2.41666666666667,0,1,1,1,1,1,0,0,"2",6
"279",1,1,3.4,3.25,3.45454545454545,2.5,3.75,3.25,2.91666666666667,0,2,1,0,1,1,0,0,"2",10
"280",1,6,3.2,2,2.63636363636364,3.25,3.25,3.5,2.16666666666667,1,0,1,1,1,1,0,0,"2",3
"281",0,14,2.6,2.75,4.90909090909091,3,3,2.5,2.58333333333333,0,0,1,0,1,0,1,0,"3",2
"282",1,5,3.2,2.75,2.72727272727273,3.25,3.25,2.75,2.5,0,1,1,1,1,1,1,0,"4",3
"283",1,5,2.4,2.5,1.90909090909091,2.5,3.25,2.5,2,0,0,0,0,1,1,0,0,"1",3
"284",1,2,2.4,3.25,2.18181818181818,3.25,4,3.25,2.5,0,1,1,0,1,1,0,0,"2",5
"285",0,12,2,1,1.54545454545455,2.75,3.25,3.25,1.25,2,2,1,1,1,1,1,0,"4",5
"286",0,10,3.6,3.25,2.72727272727273,2.75,3.25,2.5,3.16666666666667,0,0,0,0,0,1,0,0,"1",7
"287",0,9,1,1,1,1,1,1,0.833333333333333,0,0,1,0,0,0,0,0,"4",4
"288",1,14,1.6,3.75,3.45454545454545,2.5,4,2.75,2,1,1,1,1,1,1,0,0,"2",1
"289",0,4,3.2,2,2.09090909090909,3.25,3.75,2.75,1.91666666666667,0,0,1,0,1,1,1,0,"1",2
"290",1,9,1.6,1.5,2,1.5,1.5,1.5,1.16666666666667,2,2,1,1,0,1,1,0,"4",2
"291",0,1,3.6,2.75,4.27272727272727,4,3.5,3,2.66666666666667,2,0,0,0,1,0,0,0,"3",2
"292",0,2,2.8,3.25,3,3,4,3.25,2.41666666666667,0,0,0,0,0,0,0,0,"3",8
"293",0,4,2,1,1.63636363636364,3.25,3.5,3.25,1.25,0,1,0,0,0,0,1,0,"3",2
"294",1,6,2.8,1.5,2.45454545454545,2.75,3.25,3.25,1.91666666666667,1,0,0,1,1,1,0,0,"1",4
"295",0,5,4,3.75,4,1,1,1,3.5,1,0,0,0,0,0,0,0,"1",2
"296",1,6,2.6,2.75,3.72727272727273,2.25,2.75,3,2.5,1,0,1,0,1,1,1,0,"2",6
"297",1,8,3.2,3,3.54545454545455,2.25,3.25,2.75,2.75,0,2,1,1,1,1,1,0,"4",3
"298",1,9,1.6,1.25,2,3.25,3.5,3.5,1.16666666666667,0,0,1,0,1,1,1,1,"3",3
"299",0,9,2.6,3.5,3.81818181818182,3.5,3.75,3.25,2.33333333333333,1,1,0,1,1,1,0,0,"1",2
"300",1,10,2.4,2,1.72727272727273,3.5,3.5,3.5,1.83333333333333,0,0,0,0,1,1,0,0,"1",9
"301",0,5,3,3,2.72727272727273,2.25,3,2.5,2.33333333333333,0,1,0,1,1,1,0,0,"1",7
"302",1,10,2.2,2.75,1.81818181818182,2,2.5,2.5,2.08333333333333,0,1,1,1,1,1,1,0,"4",6
"303",0,2,3.2,4,3.54545454545455,3,3.75,3.5,2.66666666666667,0,0,0,0,0,1,0,0,"1",5
"304",1,4,1.6,1.75,2.27272727272727,2.25,2.25,2,1.41666666666667,1,2,1,0,1,1,1,0,"2",3
"305",1,9,1.6,1.75,2,2.25,3,2.5,1.41666666666667,2,2,1,1,1,1,1,0,"4",3
"306",1,10,2,1.25,2.54545454545455,1,1,1.5,1.33333333333333,2,2,1,1,1,1,1,0,"4",5
"307",1,7,2,2,2.36363636363636,2.5,3.75,3.5,1.75,0,2,1,1,1,1,0,1,"3",5
"308",1,5,3.8,4.5,4.81818181818182,3.75,3,3.5,3.58333333333333,0,1,0,0,1,0,1,1,"3",8
"309",1,10,2.8,2.25,2.72727272727273,3.25,2.5,2.25,2,0,1,1,0,1,1,1,0,"2",2
"310",1,7,1,2.5,1.63636363636364,1.75,1.5,1.5,1.41666666666667,0,0,1,0,1,1,1,0,"2",2
"311",1,7,3.4,3.5,3.36363636363636,2,1.75,1.5,2.83333333333333,0,1,1,0,1,1,1,0,"2",2
"312",1,5,2,2,4.18181818181818,2.75,2.75,2.75,1.91666666666667,1,1,1,1,1,1,1,0,"4",5
"313",1,5,2,2.25,2.45454545454545,1.25,2,1.5,1.75,0,1,0,1,1,1,1,0,"4",2
"314",1,3,3.2,3,4.36363636363636,2,2.5,2.25,2.5,2,0,0,1,1,0,1,0,"3",4
"315",0,12,4.2,4.5,4.18181818181818,3.25,3.25,3.75,3.25,0,0,0,0,1,1,0,0,"1",4
"316",0,4,2,2.25,2.27272727272727,2.5,2.75,1.75,1.58333333333333,1,1,1,1,1,1,0,0,"2",2
"317",0,4,3.2,2.75,3.63636363636364,2,2,2.25,2.83333333333333,0,0,1,0,1,1,0,0,"1",5
"318",1,5,2.8,2,2.63636363636364,3,2.5,2.5,2.08333333333333,0,2,1,0,1,1,1,0,"2",3
"319",1,7,3.2,2.5,1.63636363636364,3.25,3,2,2.25,1,2,1,1,1,1,1,0,"4",3
"320",1,12,1.6,2,1.45454545454545,2.5,2.5,1.75,1.5,2,2,0,1,1,1,1,0,"4",3
"321",1,11,3.2,3.25,3.81818181818182,2.25,3.25,2.75,2.58333333333333,0,0,1,0,1,1,1,0,"2",3
"322",1,5,3,3,3.90909090909091,1,1,1,2.5,0,1,1,1,1,0,0,0,"2",4
"323",0,5,2.4,2.5,3.72727272727273,3,3.5,2.75,2,0,1,0,0,1,1,1,0,"1",9
"324",0,9,4.4,4,4.90909090909091,4,4,3.75,3.33333333333333,0,0,1,0,0,0,0,0,"1",7
"325",0,3,3.4,3.25,2.72727272727273,2.25,2.25,1.5,2.83333333333333,1,0,1,0,0,0,0,0,"3",2
"326",1,14,4,3.25,3.27272727272727,3.5,3.75,2.5,3,0,1,1,0,1,0,0,0,"3",2
"327",0,1,2.8,3,2.81818181818182,3.25,3,1.75,2.58333333333333,0,1,1,1,1,1,0,0,"2",1
"328",1,8,2.4,3,2.27272727272727,2.75,2.25,2.5,2.16666666666667,0,1,1,1,1,1,1,0,"4",4
"329",1,9,2.4,3.75,5.90909090909091,2.25,1.75,2.75,2.25,1,1,0,0,1,1,1,0,"2",2
"330",0,5,2.4,2.5,2.45454545454545,2.5,2,2.5,1.91666666666667,0,0,0,0,1,0,0,0,"3",5
"331",1,14,2.6,2,2.36363636363636,1.75,3.75,2.5,1.91666666666667,1,2,1,0,1,1,1,0,"2",5
"332",1,8,2.6,2.75,2.81818181818182,2.25,3.5,2.75,1.83333333333333,0,1,1,1,1,1,1,0,"4",3
"333",0,5,1.2,1,1.45454545454545,2.25,2.75,2.75,0.916666666666667,1,0,1,1,1,1,0,0,"4",2
"334",1,12,2.2,3.5,3.81818181818182,2.75,3.25,3.25,2.66666666666667,0,2,1,0,1,0,0,0,"3",7
"335",1,11,2.4,2,3.45454545454545,3.25,2.25,2,2.16666666666667,0,1,0,1,0,0,0,0,"3",8
"336",0,10,3,3.75,3.54545454545455,4,4,3.75,3.25,0,0,0,0,0,0,0,0,"3",6
"337",0,14,2.8,3.75,4.18181818181818,3.25,2,3.25,2.75,2,2,1,1,0,1,1,1,"3",9
"338",1,4,2,1.5,1.72727272727273,2.75,2.5,2.25,1.16666666666667,1,1,1,1,1,1,1,0,"4",4
"339",0,4,1,1,1.18181818181818,2,2,4,0.833333333333333,0,0,0,0,1,0,0,0,"3",3
"340",1,6,2.8,2.75,2.90909090909091,1.25,3.75,2,2.58333333333333,0,1,1,0,1,1,1,0,"2",3
"341",1,12,1.8,2,2.54545454545455,2.5,3.25,2,1.33333333333333,0,2,0,0,1,1,0,0,"1",3
"342",0,10,1.2,2,1.54545454545455,3.75,3.5,3.75,1.33333333333333,0,0,0,0,0,0,0,1,"3",2
"343",0,3,2.2,2.75,1.45454545454545,3.25,4,3,1.91666666666667,0,0,0,0,0,0,0,0,"3",3
"344",1,9,3,2.5,3.81818181818182,2.5,3.25,3,2.41666666666667,1,0,1,1,1,1,1,0,"4",3
"345",0,1,2,2,2,3,3,3,1.66666666666667,0,0,1,0,1,1,0,0,"2",3
"346",0,7,2.2,1.75,2.72727272727273,2.25,2.25,2.25,1.83333333333333,0,1,1,1,1,1,1,0,"4",3
"347",0,3,4,4,4.90909090909091,2.5,3,3.25,3.33333333333333,0,0,1,0,0,0,0,0,"1",3
"348",1,4,1.6,2,2,2.5,3.25,2.75,1.41666666666667,0,0,0,0,1,1,1,0,"1",2
"349",0,4,1.8,2.25,1.63636363636364,2.25,1.25,2.5,1.16666666666667,1,0,0,0,0,0,0,0,"3",5
"350",1,6,3.2,3.75,3.36363636363636,3.25,4,3.5,2.75,0,0,1,1,1,1,0,0,"2",1
"351",1,9,2,2.25,2.72727272727273,3,4,3.25,1.75,0,0,1,0,1,1,1,0,"2",4
"352",0,12,3,2.5,2.90909090909091,1.75,3.25,2.25,2.25,1,0,1,0,1,1,0,0,"2",3
"353",0,10,3,2.25,2.81818181818182,3,3,2,2.16666666666667,0,2,1,1,0,1,1,0,"3",7
"354",0,10,1.4,2,2.27272727272727,2,2.25,1.75,1.33333333333333,1,1,1,1,1,1,0,1,"3",4
"355",0,14,3.4,3.25,2.09090909090909,2.75,2.75,3,2.91666666666667,0,1,0,0,1,1,0,0,"1",8
"356",1,10,2.6,3.5,3.45454545454545,1.75,3.5,2.5,2.58333333333333,0,1,1,1,1,1,0,0,"2",6
"357",0,10,2.4,3,3.81818181818182,4,3.5,4,2.83333333333333,0,1,0,0,0,0,0,0,"3",5
"358",1,5,2.8,2.75,2.09090909090909,2,2.75,2.5,2.41666666666667,0,1,1,0,1,1,1,0,"2",4
"359",1,14,2.8,3,3.18181818181818,2,2.75,2.25,2.66666666666667,0,1,1,1,1,1,1,0,"4",8
"360",0,1,3.2,3.25,4.45454545454545,4,4,3.75,3,0,0,0,0,0,0,0,0,"1",2
"361",0,9,2.4,1.75,2.54545454545455,2.25,1.5,2,1.66666666666667,2,2,1,1,1,1,1,0,"4",2
"362",0,7,2.8,1.25,3.18181818181818,2.5,3.5,2.75,1.83333333333333,0,0,1,0,1,1,1,0,"1",2
"363",1,6,2.6,2.25,3.63636363636364,2.75,3.25,3.5,2.08333333333333,0,1,1,1,1,1,0,0,"2",2
"364",1,7,2,1.5,2.63636363636364,2.5,2.5,2.75,1.66666666666667,0,2,1,1,1,1,1,0,"4",5
"365",0,14,1.4,2,3.09090909090909,2.75,2.75,2.5,1.41666666666667,0,0,0,0,1,1,0,0,"1",2
"366",1,3,2.4,3.25,2.36363636363636,2.75,2,2,2,1,1,1,0,1,1,0,0,"2",3
"367",1,10,2,2.75,3.54545454545455,2.25,2.25,2.25,2.33333333333333,1,2,1,1,1,1,0,0,"2",2
"368",0,4,1.2,2.25,2.72727272727273,2.25,1.75,2,1.41666666666667,1,1,1,1,1,1,1,0,"4",2
"369",0,1,2.8,3.5,3.09090909090909,1.75,2.75,2.25,2.66666666666667,1,0,0,1,1,1,0,0,"1",2
"370",1,1,2.6,3.25,3.36363636363636,3,2.75,2.25,2.16666666666667,2,2,1,1,1,1,1,0,"4",4
"371",1,13,2.8,2,3.54545454545455,1.5,3,1.75,1.91666666666667,1,2,1,1,1,1,1,1,"3",3
"372",1,6,2.8,3.5,3,3.25,3.5,3,2.41666666666667,0,0,0,0,1,1,0,0,"1",2
"373",1,14,3.8,2.5,2.81818181818182,2.75,3.75,3.25,2.41666666666667,0,1,1,0,1,1,0,0,"2",6
"374",0,9,1.6,2.25,3.63636363636364,2.25,4,3,1.66666666666667,1,2,1,1,1,1,0,0,"4",2
"375",0,10,2,2.25,1.90909090909091,1.5,2.5,2.25,1.66666666666667,2,2,1,0,1,1,1,0,"4",6
"376",0,4,4.6,3.25,4.81818181818182,4,4,3.75,2.91666666666667,0,0,0,0,1,0,0,0,"3",2
"377",1,14,2.8,3.5,3.45454545454545,2.75,2.75,3.75,2.58333333333333,0,1,0,0,0,1,0,0,"1",6
"378",1,12,2.4,2.25,2.72727272727273,3.25,4,3,1.75,0,1,1,0,1,1,0,0,"2",5
"379",1,10,2.6,2.25,4.72727272727273,2.25,3.25,1,1.91666666666667,2,2,1,1,1,1,1,0,"4",7
"380",1,6,1,1,1,3.25,4,3,0.833333333333333,1,1,0,1,1,1,1,0,"4",3
"381",0,6,2.4,1.75,2.45454545454545,2.5,2.25,2,1.75,2,2,1,1,1,1,1,0,"4",8
"382",1,4,3.2,2.25,3.27272727272727,3.25,4,2.75,2,0,2,1,0,1,1,1,0,"2",3
"383",1,8,2.6,1.5,3.90909090909091,3,2.5,2.25,2.33333333333333,1,0,1,0,1,1,0,0,"2",7
"384",1,13,3,3,2.72727272727273,2.25,3,2.75,2.5,0,2,1,1,0,1,1,0,"3",6
"385",1,6,3.2,2.75,3.36363636363636,1.25,2.5,2.5,2.66666666666667,0,1,1,0,1,1,0,0,"2",9
"386",0,9,2.4,2.75,2.09090909090909,2.25,2.75,1.75,2,0,0,1,1,0,1,1,0,"3",4
"387",0,4,3,3,3,4,4,3.5,2.5,0,0,0,0,0,1,0,0,"1",6
"388",1,12,2.8,2.25,3.81818181818182,3.5,3.5,2.5,2.25,0,0,1,0,0,0,0,0,"3",9
"389",0,6,3.2,3.25,2.45454545454545,3,3.25,2.5,2.58333333333333,0,0,0,1,1,1,0,0,"1",2
"390",1,7,2.6,2.75,3.36363636363636,2,2.25,2,2.25,1,0,1,1,1,1,0,0,"2",3
"391",1,12,3.2,3.5,3.63636363636364,3.5,4,3.5,2.66666666666667,0,1,1,0,1,1,1,0,"2",8
"392",1,7,3,2.25,3.54545454545455,4,4,4,2.08333333333333,0,0,1,0,0,1,0,0,"1",2
"393",0,13,2.6,2.25,3.90909090909091,3.25,3.25,3.25,1.91666666666667,0,0,1,1,1,1,0,0,"2",1
"394",1,8,3.8,4.75,5.36363636363636,2.75,4,3.5,3.91666666666667,0,0,1,0,1,1,0,0,"2",7
"395",0,8,2.8,2.75,3.45454545454545,3.25,2.75,2,2.33333333333333,0,0,1,0,1,1,1,0,"2",3
"396",0,14,3.6,2.25,2.90909090909091,2.75,4,2.75,2.41666666666667,0,1,1,0,1,1,0,0,"2",6
"397",1,7,2.6,4,2.36363636363636,1.75,2.25,1.75,2.66666666666667,1,1,1,0,1,1,0,0,"2",4
"398",1,5,2.8,2.25,2.90909090909091,2.5,2.25,2,2,1,2,1,1,1,1,0,0,"2",2
"399",1,3,3.8,3.5,3.27272727272727,3.25,4,3.5,3,0,0,1,1,1,1,1,0,"2",1
"400",1,5,2.2,2.25,3.36363636363636,3,3,3.5,1.5,0,0,1,0,1,1,1,0,"2",3
"401",0,6,2,3.75,4.18181818181818,2.75,3.5,3.25,2.5,0,0,1,1,0,1,0,0,"1",4
"402",0,9,3.2,4.25,4.18181818181818,3.25,4,2.5,2.91666666666667,0,0,1,1,1,1,0,0,"2",2
"403",1,5,3,2.75,4.09090909090909,3.25,2.75,2.75,2.33333333333333,1,2,1,0,1,1,1,0,"2",2
"404",1,9,3.2,3.5,3.90909090909091,2.75,3.75,3,2.66666666666667,0,2,0,0,1,1,1,0,"1",7
"405",0,3,1.8,2.25,1.72727272727273,2,1.75,1.75,1.75,1,1,1,0,1,1,0,0,"2",3
"406",1,6,2.8,3.25,2.54545454545455,3,3.5,3.5,2.16666666666667,0,0,0,0,0,1,0,0,"1",4
"407",0,8,2,2.5,2.27272727272727,3.25,3.5,3.25,1.83333333333333,1,0,0,1,1,1,0,0,"1",8
"408",1,13,3.2,3.5,2.54545454545455,3.5,3.25,2.75,3.16666666666667,0,1,1,0,0,1,0,1,"3",6
"409",0,6,2.2,3.75,1.81818181818182,3,1.75,2.75,2.25,0,1,1,1,1,1,1,0,"4",2
"410",0,5,3.6,3.25,3.36363636363636,3.25,3.5,3.5,2.5,0,0,1,1,1,1,0,0,"2",4
"411",1,2,3.4,3,3.45454545454545,3.75,4,3.5,2.83333333333333,0,0,1,0,1,1,0,0,"2",2
"412",1,7,1.4,2,1.63636363636364,1,1.5,1,1.41666666666667,2,1,0,1,1,1,1,0,"4",2
"413",0,4,3,3,3,3,4,3.5,2.5,0,0,1,0,1,1,0,0,"2",2
"414",0,9,3,3,3,2,2,2,2.5,2,2,0,1,1,1,1,1,"3",2
"415",1,6,1.8,2.25,2.27272727272727,3.25,2.5,2.5,1.58333333333333,0,2,1,0,1,1,1,0,"2",3
"416",0,8,4.4,3,2.81818181818182,2.5,2.25,2.5,3.08333333333333,0,1,1,0,0,1,0,0,"3",2
"417",0,7,3.2,2,2.09090909090909,3.25,3,3.75,2.41666666666667,0,0,0,1,1,0,0,0,"3",4
"418",0,2,1.6,2.5,4.27272727272727,2.75,2.5,2.5,1.75,0,1,0,0,1,1,0,0,"1",3
"419",1,4,2,1,1.90909090909091,2.75,3.75,3.25,1.25,0,2,0,1,1,1,0,0,"1",5
"420",0,7,1,1,2.90909090909091,3.25,2.5,3.25,0.833333333333333,1,0,1,1,1,0,0,0,"3",4
"421",0,7,2.4,2.25,2.72727272727273,3.25,4,3.25,1.83333333333333,1,0,0,0,1,1,1,0,"1",3
"422",1,10,2,1,1.36363636363636,1.75,1.25,2,1.25,2,2,1,1,1,1,1,0,"4",2
"423",0,1,4.4,2.5,4.09090909090909,3.5,3.75,3.75,3.5,0,0,1,0,1,1,1,0,"2",2
"424",0,5,3.6,4,3.63636363636364,3.75,4,3.75,3.16666666666667,0,0,0,0,1,1,0,0,"1",3
"425",0,6,3,1.75,2.18181818181818,3.25,3.75,3,2,1,2,1,0,1,1,1,0,"2",4
"426",0,7,1.6,2,2.09090909090909,3.25,2.75,3.25,1.33333333333333,0,0,1,0,1,1,0,0,"2",6
"427",0,1,2.2,2,1.54545454545455,3.25,4,3,1.66666666666667,0,1,1,1,0,1,1,0,"3",3
"428",1,9,1.6,1.75,1.45454545454545,1.5,1.5,1.5,1.5,1,1,0,1,1,1,1,0,"4",4
"429",1,11,3,2.25,2.09090909090909,3.25,2.25,3.5,2.08333333333333,0,0,1,0,1,1,1,0,"2",5
"430",0,9,3,3.75,3.72727272727273,4,4,3.75,2.66666666666667,0,0,0,0,0,0,0,0,"3",9
"431",1,6,4,3,4.72727272727273,3.25,3.5,3.5,2.66666666666667,0,0,0,0,1,1,1,1,"3",10
"432",0,1,2.6,3.75,2.90909090909091,2.75,3.5,3,2.41666666666667,0,1,1,0,0,1,1,0,"3",2
"433",0,11,2.2,1.5,3.90909090909091,4,4,2.75,1.91666666666667,0,2,1,0,1,0,0,0,"3",8
"434",0,8,3.2,3,4.27272727272727,2.75,4,3,2.5,1,2,1,1,1,1,0,0,"1",11
"435",1,6,1.8,2,2.27272727272727,1.75,1.75,2,1.91666666666667,0,2,0,0,0,1,0,0,"1",2
"436",0,2,2.4,3,3.72727272727273,3.25,4,3.5,2.41666666666667,1,0,1,1,1,1,0,0,"2",3
"437",0,2,1,1,1.54545454545455,1,1,1,0.833333333333333,1,0,1,1,1,0,0,0,"4",2
"438",1,5,2.4,3,2.54545454545455,2.5,3,1.75,2.33333333333333,0,0,1,0,0,1,0,0,"1",3
"439",0,5,1.8,1.5,2.27272727272727,1.5,2.25,2.5,1.25,1,1,1,1,1,1,0,1,"3",2
"440",1,1,2.4,2.25,2.45454545454545,1.5,2.25,1.5,1.83333333333333,1,2,1,1,1,1,1,0,"4",3
"441",0,12,3,3,2.36363636363636,1.25,2.5,3.25,2.58333333333333,0,1,1,0,1,1,0,0,"2",5
"442",0,11,3,3,3.18181818181818,3.5,3.5,3.5,2.66666666666667,0,0,0,1,1,0,0,0,"3",6
"443",0,12,3.6,2.25,4.54545454545455,2.75,3,2.25,2.16666666666667,0,1,1,0,1,1,0,0,"2",6
"444",1,6,2.6,3,3.54545454545455,3,3.25,2.75,2.66666666666667,2,2,1,0,0,0,1,0,"3",2
"445",0,9,3,2.25,2.90909090909091,2.25,3.25,3,2.16666666666667,0,0,1,1,1,1,1,0,"4",4
"446",0,5,3.4,2.25,2.54545454545455,3.25,2.5,2.75,2.25,0,2,1,1,1,1,1,0,"4",3
"447",1,12,3.2,2.25,3.18181818181818,2.25,3.75,2,2.25,0,2,1,0,1,1,1,0,"2",6
"448",0,8,2.4,2.5,2.63636363636364,2.25,2.5,2.5,2,1,0,1,1,1,1,0,1,"3",4
"449",1,6,2.2,4.25,2.72727272727273,2,2,1.75,2.5,2,2,1,1,1,1,1,0,"4",2
"450",1,6,3.4,3.25,4.18181818181818,3,3.5,2.5,2.75,0,0,1,0,1,1,0,1,"3",6
"451",1,1,2.4,3.75,2.45454545454545,3,3.75,3.25,2.08333333333333,1,1,1,1,1,1,0,0,"2",6
"452",0,1,3.4,4.25,3.36363636363636,2.5,3.5,2.5,2.75,1,0,1,1,1,0,1,0,"3",1
"453",0,11,3.4,2.25,3.18181818181818,2,3.75,2.25,2.41666666666667,0,0,0,1,1,0,0,0,"3",4
"454",0,5,2.2,2,2.27272727272727,3.25,2.5,2,1.91666666666667,1,2,0,1,1,0,0,0,"3",3
"455",0,14,4.4,2.25,3.54545454545455,3.25,3.25,2.5,3.16666666666667,2,1,1,1,0,0,0,0,"3",8
"456",0,14,3.2,2.25,3.09090909090909,2.5,3.25,3.25,2.5,0,2,1,0,1,1,1,0,"4",9
"457",0,8,1.4,2.75,2.09090909090909,3,3.25,3.5,1.41666666666667,0,0,0,0,1,0,0,0,"3",7
"458",0,4,2.4,2,2,1.75,1,1.75,1.83333333333333,1,1,1,1,1,1,0,0,"4",2
"459",0,10,2.8,4,3.36363636363636,3.25,4,4,2.91666666666667,0,0,0,0,0,0,0,0,"3",9
"460",0,12,2.2,2.25,3,1.75,3,2.25,1.83333333333333,0,2,1,0,1,1,1,0,"4",6
"461",1,11,1.8,2.5,2.27272727272727,3.25,3.5,3.25,1.83333333333333,0,1,1,1,1,1,1,0,"4",4
"462",0,1,2,2.25,1.90909090909091,2.5,2.75,3,1.75,0,0,0,0,0,0,0,0,"3",2
"463",1,14,3.6,4,5,4,3,3.75,3.16666666666667,0,1,1,0,0,0,0,0,"3",9
"464",0,13,2.2,2,2,3,2.75,2.5,1.91666666666667,2,1,1,1,1,1,1,0,"4",4
"465",1,3,3,3,3.18181818181818,2.25,2,3.25,1.83333333333333,1,0,0,0,0,0,0,0,"1",2
"466",1,5,2.4,3,3.81818181818182,3,3.5,2.75,2.33333333333333,0,0,1,0,1,1,0,0,"2",2
"467",0,6,3,2.75,3.09090909090909,2.25,2.5,2.25,2.41666666666667,0,1,0,0,0,1,0,0,"1",9
