"caseID","q1","q2r1","q2r2","q2r3","q2r4","q2r5","q2r6","q2r7","q2r8","q2r9","q2r10","q4r1","q4r2","q4r3","q4r4","q4r5","q4r6","q4r7","q4r8","q4r9","q4r10","q4r11","q5r1","q11","q12","q13r1","q13r2","q13r3","q13r4","q13r5","q13r6","q13r7","q13r8","q13r9","q13r10","q13r11","q13r12","q24r1","q24r2","q24r3","q24r4","q24r5","q24r6","q24r7","q24r8","q24r9","q24r10","q24r11","q24r12","q25r1","q25r2","q25r3","q25r4","q25r5","q25r6","q25r7","q25r8","q25r9","q25r10","q25r11","q25r12","q26r18","q26r3","q26r4","q26r5","q26r6","q26r7","q26r8","q26r9","q26r10","q26r11","q26r12","q26r13","q26r14","q26r15","q26r16","q26r17","q48","q49","q50r1","q50r2","q50r3","q50r4","q50r5","q54","q55","q56","q57"
1377,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,4,5,1,1,2,4,4,1,3,4,4,2,1,2,4,1,1,5,3,1,3,4,5,2,3,1,4,3,3,4,3,4,4,3,3,3,3,3,3,3,2,4,4,3,5,3,4,5,5,3,4,2,3,4,4,2,1,0,0,0,0,1,2,6,NA
93,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,NA,3,4,1,3,4,3,3,2,4,3,3,1,2,2,2,1,1,3,1,2,1,1,5,1,1,1,3,2,2,1,2,6,2,3,1,3,2,3,2,1,3,4,2,3,4,4,4,6,4,5,2,2,3,3,4,1,1,0,0,0,0,1,2,12,1
107,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,3,3,4,4,4,4,4,2,4,4,3,4,2,1,1,1,2,1,1,2,1,1,2,2,3,3,1,1,1,2,6,2,1,1,1,4,1,1,1,1,1,1,2,2,4,4,1,1,1,3,1,4,1,4,4,0,1,0,0,0,6,2,10,2
992,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2,6,1,4,4,4,3,1,4,4,4,4,4,4,1,1,1,4,4,1,1,1,6,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,1,6,3,6,6,6,1,1,1,1,1,1,2,1,0,0,0,0,1,2,3,2
1347,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,4,5,1,1,4,1,4,2,4,4,4,2,4,1,5,1,3,3,4,2,2,3,4,3,2,1,3,1,3,4,2,4,3,3,1,2,3,1,6,1,3,4,2,6,3,3,3,3,6,5,4,3,5,2,4,1,0,1,0,0,0,1,2,9,NA
2338,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,3,1,3,4,2,3,2,4,4,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,0,0,0,0,1,2,1,1
348,3,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,2,6,1,1,4,1,1,1,3,4,1,4,3,2,5,1,2,1,3,1,3,1,2,1,2,2,2,2,1,2,1,4,1,2,1,1,1,3,2,1,1,2,1,5,3,4,2,5,3,5,4,1,6,1,2,2,0,1,0,0,0,6,1,7,1
239,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,3,3,3,3,3,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,0,1,0,0,0,2,2,3,2
1180,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,NA,3,3,1,2,3,4,4,1,3,4,2,2,4,1,2,1,1,3,1,1,1,1,4,1,2,1,1,2,3,2,2,4,1,2,2,2,1,4,2,1,3,1,1,2,1,2,1,4,2,4,1,1,5,1,3,2,1,0,0,0,0,1,2,4,1
450,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,2,2,1,4,1,4,1,2,1,1,3,2,2,1,1,1,2,1,4,2,1,4,1,2,2,3,1,1,1,4,1,6,2,1,1,2,1,2,4,1,1,3,1,1,1,1,2,2,1,2,1,1,3,3,1,0,1,0,0,0,2,1,4,1
1862,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,4,4,1,4,4,4,4,2,4,4,4,4,4,2,2,2,3,5,4,3,3,2,6,3,4,2,3,3,3,2,4,4,2,3,3,3,2,2,4,3,3,3,5,3,4,2,4,6,5,4,3,3,3,2,1,2,1,0,0,0,0,1,2,6,2
2086,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,4,5,1,4,3,4,4,2,4,4,4,3,4,1,2,1,1,4,2,1,1,2,3,1,3,2,3,5,3,3,3,5,2,4,5,3,4,1,3,1,3,3,3,5,2,3,3,2,4,3,2,4,2,1,3,1,0,1,0,0,0,6,1,9,1
1874,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,4,1,1,4,1,3,3,4,4,4,2,1,1,5,1,1,6,2,1,2,1,6,2,1,1,1,2,2,2,1,5,2,2,2,2,3,3,3,4,2,3,3,4,4,2,2,5,2,4,4,1,3,2,4,1,0,1,0,0,0,1,2,12,2
290,7,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,4,4,1,3,4,2,2,1,4,4,2,1,4,3,6,1,1,6,1,1,2,1,6,1,1,1,2,2,3,3,2,6,2,3,2,2,3,6,5,2,3,4,2,5,2,2,1,5,2,1,4,2,2,2,2,1,0,0,0,0,1,1,2,10,1
2070,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,4,5,1,2,3,1,3,1,3,3,2,1,2,1,2,1,1,2,1,1,1,1,4,1,2,1,2,2,2,1,2,3,2,2,1,1,3,2,3,2,2,3,2,2,3,2,2,6,3,2,3,3,2,3,5,2,1,0,0,0,0,1,2,10,1
98,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,1,4,4,2,4,2,4,4,1,4,2,4,4,2,2,3,6,2,3,4,4,1,5,3,3,3,4,3,3,6,2,3,4,1,3,1,2,2,3,3,1,3,4,2,3,6,1,1,3,1,2,1,4,3,1,0,0,0,0,1,2,14,1
1342,6,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,4,6,1,1,4,4,4,1,4,4,2,4,1,2,4,3,3,1,3,2,2,3,3,4,3,4,1,1,3,1,3,4,1,2,1,3,3,3,4,4,3,3,4,4,4,1,3,3,4,2,4,4,3,3,2,4,0,0,1,1,0,4,2,10,NA
599,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,4,6,4,4,4,3,4,4,4,4,3,4,4,4,6,1,6,1,3,1,3,3,4,3,3,2,1,3,1,1,2,6,1,3,2,3,1,1,6,1,1,3,4,6,1,5,2,6,6,6,3,4,2,3,5,1,0,0,0,1,0,1,2,10,1
2303,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,2,2,1,2,2,2,3,2,3,4,2,2,3,1,3,1,2,5,4,1,2,2,3,2,4,2,2,2,1,2,3,6,2,3,1,2,2,2,2,1,2,2,1,4,4,2,2,1,3,2,2,2,3,2,3,1,0,1,1,0,0,1,2,5,1
1814,8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,3,3,1,3,3,1,4,2,4,4,2,2,1,1,5,2,3,4,2,1,2,3,5,2,3,2,1,2,2,1,2,6,1,2,2,2,3,1,4,1,3,3,1,5,5,5,4,3,6,3,3,5,4,4,3,1,0,0,1,1,0,1,2,14,1
1008,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,6,4,4,4,4,4,3,4,4,4,4,4,1,4,2,6,3,4,3,4,3,5,4,3,1,2,2,3,1,1,4,1,1,1,5,3,4,3,3,5,3,5,3,3,3,4,6,3,6,5,5,5,4,1,1,1,0,0,0,0,1,2,1,2
339,2,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,3,2,1,2,4,1,2,1,2,2,1,3,2,3,6,1,1,3,1,1,1,1,3,1,2,1,1,1,1,2,1,6,1,2,1,1,1,3,3,1,2,2,3,3,1,2,1,5,3,6,3,1,3,3,3,3,1,0,0,0,0,2,2,9,1
1704,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,4,5,1,1,4,3,4,2,4,3,4,1,4,2,5,1,2,4,3,1,2,1,2,1,1,1,1,2,1,1,1,4,1,2,3,1,3,3,6,1,3,5,1,6,3,2,3,6,5,2,4,2,3,3,5,2,1,0,0,0,0,1,2,7,2
1895,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,3,5,1,3,3,2,4,2,4,4,3,4,4,4,5,1,1,3,3,1,2,2,3,2,3,1,4,2,3,3,1,4,2,3,2,1,2,3,4,3,4,3,5,4,5,3,3,6,5,5,4,3,4,3,3,2,1,0,0,0,0,6,2,6,2
1863,5,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,3,6,1,4,4,1,4,2,4,4,1,4,1,1,2,1,1,2,4,1,3,2,1,1,3,1,2,2,2,2,3,6,1,3,3,2,2,3,3,1,3,3,2,4,3,3,2,2,3,3,4,2,3,2,3,3,0,1,0,1,1,6,1,7,1
95,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,4,4,1,2,4,1,4,1,4,4,2,1,4,4,3,1,1,1,1,1,2,1,3,2,1,2,2,2,2,2,1,4,2,2,1,2,2,1,3,3,3,4,4,3,4,3,4,4,4,4,3,3,3,3,4,3,1,0,0,0,0,1,1,14,1
859,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,5,4,4,2,2,2,3,1,2,2,2,1,3,4,3,1,1,5,1,2,1,1,5,4,2,2,2,1,1,4,3,2,2,6,2,4,3,2,3,3,2,2,3,3,4,2,4,2,3,2,2,2,3,2,4,2,1,0,0,0,0,2,2,3,1
313,2,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,5,1,1,4,1,3,2,4,2,2,1,3,1,1,1,1,3,4,1,5,3,3,3,2,3,2,2,2,4,1,6,3,1,1,4,4,2,5,1,5,3,3,4,5,2,4,5,3,5,6,3,3,3,3,2,1,0,0,0,0,1,2,10,1
1030,2,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,3,2,1,2,3,1,3,1,2,1,3,1,3,1,1,1,1,2,1,1,2,1,6,1,1,1,1,1,1,1,1,6,1,1,1,1,1,4,3,1,4,3,2,4,1,1,1,6,1,5,3,3,1,1,3,2,1,0,0,0,0,1,2,4,2
721,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA,3,6,1,1,2,2,2,2,3,3,3,2,3,2,3,2,2,2,4,3,4,4,3,3,4,4,1,4,4,2,4,5,3,3,5,3,4,4,3,4,2,3,5,1,4,4,1,4,1,1,4,4,5,2,1,2,1,0,0,0,0,3,2,1,1
521,4,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,3,3,3,3,3,4,1,4,2,2,3,1,3,2,1,1,2,3,2,6,5,5,4,4,3,2,4,2,5,4,6,2,1,3,3,1,5,2,3,3,4,5,2,3,4,4,5,1,3,2,6,6,1,2,2,2,1,0,0,0,0,3,2,1,2
2020,3,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,4,4,1,1,3,1,3,1,4,3,4,2,1,1,5,1,1,5,2,1,1,1,5,1,1,1,2,2,2,2,1,5,2,2,2,3,2,1,5,4,4,4,3,5,2,1,3,6,4,5,3,3,2,3,4,3,1,0,0,0,0,1,2,13,2
1109,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,3,6,1,4,4,3,4,2,4,4,3,2,4,1,4,1,1,4,3,2,2,2,3,4,3,4,5,1,2,4,5,5,2,3,1,2,3,2,5,1,1,5,2,5,3,2,4,6,5,5,4,1,3,3,6,3,1,0,0,0,0,1,2,6,1
1320,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,4,2,1,2,4,3,4,2,4,4,4,3,4,1,5,2,1,5,5,2,1,2,5,2,2,1,2,3,5,2,3,6,3,4,3,1,2,4,1,5,3,5,2,1,3,3,3,2,3,4,3,2,4,3,6,1,0,1,0,0,0,1,2,14,NA
1981,2,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,4,2,1,1,4,4,4,2,4,4,4,3,3,4,1,1,3,3,2,1,1,1,6,1,1,1,1,1,1,1,2,6,1,2,1,1,1,3,5,2,3,3,5,4,4,2,3,6,2,5,3,1,6,3,3,2,1,0,0,0,0,1,2,9,2
518,6,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,4,4,1,1,2,1,4,1,4,4,1,2,2,1,5,1,1,2,1,1,1,1,5,1,2,1,2,4,1,1,1,5,1,1,2,2,1,5,1,1,2,1,1,1,5,6,1,1,1,6,3,1,3,2,4,1,0,1,1,0,0,1,2,10,1
1229,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,6,4,4,4,4,4,3,4,4,4,4,4,4,2,3,3,6,6,6,6,2,4,3,3,3,3,2,1,4,6,4,3,2,3,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,1,0,0,0,0,5,2,4,2
996,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,1,6,1,4,2,4,4,3,2,4,1,4,4,4,3,2,3,2,5,2,2,2,4,3,4,3,3,3,2,2,4,4,2,3,3,2,3,3,4,1,4,2,6,6,4,3,5,6,3,4,3,2,3,4,4,1,1,0,0,0,0,1,2,14,2
1319,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,3,5,1,4,4,4,4,2,4,4,4,2,4,4,2,2,1,2,4,2,1,2,3,2,2,2,3,4,4,4,5,5,3,3,4,3,2,4,2,2,3,3,6,2,5,3,2,3,2,2,3,2,4,2,2,1,0,1,0,0,0,1,2,12,NA
1461,7,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,4,3,1,4,3,1,1,1,4,4,4,1,1,2,1,1,1,4,6,1,1,1,6,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,6,3,5,5,3,5,6,6,6,1,3,6,6,6,6,1,6,4,0,0,1,1,0,1,2,10,2
552,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,NA,3,4,1,4,4,4,4,2,4,4,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,0,0,0,0,6,1,6,1
1490,8,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,4,4,1,1,4,1,2,1,2,3,3,1,4,1,5,1,1,3,2,1,2,1,4,1,1,1,2,5,2,2,1,5,1,2,2,1,2,1,1,1,6,1,3,2,3,1,1,2,3,5,3,1,3,2,3,1,0,0,1,0,0,1,2,6,2
1324,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,4,6,1,4,4,4,2,1,4,4,4,4,4,1,2,1,1,6,5,2,1,1,4,1,2,2,1,2,2,3,1,6,3,4,1,2,3,2,3,2,3,2,3,4,2,1,2,6,4,5,5,2,6,4,3,2,1,0,0,0,0,1,2,4,NA
1265,7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,4,6,2,4,4,2,4,2,3,2,3,1,2,2,2,2,4,3,5,1,1,6,1,2,1,2,6,5,3,5,3,3,3,3,3,2,5,4,6,2,3,3,2,6,4,6,4,5,6,3,6,5,3,6,5,1,0,0,0,0,1,1,2,8,NA
2281,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,3,3,1,1,4,2,4,2,3,4,3,2,3,3,4,1,3,5,3,2,2,2,6,2,2,2,2,2,2,2,2,6,2,2,3,2,2,3,2,3,2,4,3,3,3,3,2,2,2,3,2,2,3,3,4,1,0,0,1,1,0,1,2,13,1
315,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,3,6,1,1,1,2,3,2,3,3,2,3,2,2,5,2,3,5,3,1,2,2,5,2,2,2,2,2,3,2,3,6,3,3,2,1,1,5,4,1,2,3,4,5,4,5,3,3,4,4,4,2,5,3,4,4,0,0,0,0,1,5,2,6,1
2042,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,4,5,1,3,4,1,4,1,4,4,2,1,1,4,2,1,1,5,3,1,1,1,6,2,2,1,1,1,1,1,3,5,1,1,1,2,1,1,1,1,2,3,2,2,2,1,2,6,5,5,2,1,3,1,4,4,1,0,0,0,0,1,2,9,2
804,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,6,NA,4,4,4,4,4,2,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,0,0,0,1,0,1,2,4,1
1577,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,4,2,4,2,4,4,4,2,2,4,4,2,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,1,0,0,0,0,1,1,2,12,2
436,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,2,3,1,4,3,4,1,1,4,4,1,4,4,4,5,2,2,5,2,2,2,2,5,2,4,2,2,2,3,2,2,5,2,5,2,2,2,2,2,4,2,2,4,2,2,2,2,4,2,2,2,2,3,2,4,2,1,0,0,0,0,3,2,6,1
2178,3,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,3,5,1,1,3,2,3,1,3,2,2,1,3,1,3,2,3,3,3,2,2,2,5,2,2,2,3,3,2,2,2,4,2,4,3,3,3,3,4,3,3,4,2,4,3,2,3,6,4,4,3,3,4,2,4,2,1,0,0,0,0,1,2,7,2
2075,8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,2,4,2,4,4,4,4,2,4,4,4,4,4,4,3,1,3,4,5,3,2,3,5,3,3,3,4,3,3,2,3,6,3,3,4,3,3,2,5,3,3,5,4,3,5,5,3,3,3,5,5,2,2,5,5,1,0,0,1,1,1,1,1,12,2
1308,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,6,4,4,4,4,4,4,4,4,4,4,4,4,6,1,1,6,1,1,1,1,3,2,3,1,1,1,1,1,1,6,1,1,6,1,1,1,6,1,5,1,6,6,6,1,2,6,6,5,1,1,6,1,3,2,1,0,0,0,0,6,1,7,NA
1316,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4,4,1,4,4,1,4,1,4,4,4,4,4,4,3,1,1,6,2,1,1,1,6,1,1,1,1,3,2,2,3,5,1,3,1,3,3,2,5,3,5,3,4,5,3,5,3,6,3,6,5,3,3,5,1,3,1,0,0,0,0,1,2,13,NA
1946,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,5,6,1,4,2,4,4,2,4,4,4,4,4,4,6,3,3,1,6,3,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,3,1,0,0,0,1,1,1,2,8,1
349,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,3,5,1,4,4,1,2,1,4,2,4,1,4,1,6,1,2,3,3,1,1,2,3,4,2,2,2,1,2,1,2,5,1,2,2,3,1,1,5,1,4,3,3,6,3,6,3,6,6,4,5,1,4,4,3,3,1,0,0,0,0,1,2,8,1
1837,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,4,3,1,4,4,4,4,1,4,4,4,4,2,4,6,1,1,5,5,1,2,1,6,1,1,1,1,1,1,1,1,6,1,1,2,1,2,1,1,3,3,5,5,4,3,5,2,5,1,2,4,1,3,3,6,1,0,1,0,0,0,1,2,14,2
2285,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,5,3,1,2,2,3,2,1,2,3,1,2,2,2,3,1,1,6,2,1,2,2,5,3,5,3,4,4,3,2,3,5,1,2,2,1,3,3,4,2,1,1,4,4,4,1,2,4,3,1,3,1,4,3,3,1,0,0,1,0,0,1,2,7,1
841,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,4,4,1,1,4,1,2,1,4,2,2,1,4,1,5,1,1,6,1,1,1,1,5,1,2,1,3,4,2,3,2,5,3,3,1,2,2,2,3,1,3,4,3,3,3,2,1,4,4,5,4,2,3,2,3,3,1,0,0,0,0,1,2,5,1
1803,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,5,4,1,4,4,4,4,2,4,4,4,4,4,1,4,2,3,6,5,2,1,3,6,3,3,2,2,1,1,1,3,6,3,2,2,2,1,2,3,2,1,3,5,5,2,3,3,3,4,5,3,2,4,2,6,2,1,0,0,0,0,2,2,3,1
2265,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,5,6,1,4,3,2,4,2,4,4,2,4,4,1,1,1,1,3,3,3,2,1,3,2,2,2,4,4,3,4,4,3,3,4,2,3,3,2,6,1,3,2,4,5,3,3,3,2,5,1,4,4,6,4,3,1,0,0,1,0,0,1,2,5,1
153,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,5,6,1,2,4,2,4,3,4,4,4,2,4,1,3,1,3,2,2,2,3,3,3,3,5,4,5,5,4,5,3,2,4,4,3,3,5,3,5,1,4,3,5,5,4,3,5,6,6,5,5,5,5,1,3,1,1,0,0,0,0,1,2,6,1
772,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4,2,1,4,4,4,3,1,4,4,4,2,4,4,2,4,5,2,4,4,2,3,6,4,3,4,5,5,5,3,3,4,3,3,4,4,5,4,4,4,4,4,4,4,3,4,5,5,3,4,3,5,5,4,4,2,1,0,0,0,0,1,2,9,2
268,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,3,4,1,4,4,1,3,1,4,3,3,3,4,2,5,1,2,6,2,1,1,1,6,2,2,1,2,4,2,1,2,5,1,4,2,3,4,3,6,1,3,2,2,6,4,1,3,4,3,6,6,5,6,2,3,2,1,0,0,0,0,6,1,5,2
28,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,NA,3,5,1,2,4,3,4,2,4,4,4,2,4,1,3,1,1,5,5,2,3,2,5,3,3,3,3,5,3,3,1,6,3,6,3,2,3,5,5,2,5,5,2,6,3,2,2,2,4,4,5,5,3,3,4,1,0,0,0,0,1,1,2,9,1
2211,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,2,4,1,2,3,3,2,1,2,1,1,2,2,1,3,1,2,1,3,1,1,2,2,2,2,3,2,2,3,2,2,2,1,3,1,1,2,1,2,2,1,2,1,2,1,1,3,2,3,2,3,1,1,2,4,1,0,0,1,0,0,1,2,3,2
311,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,2,1,4,3,4,4,2,4,4,2,4,4,2,3,2,1,3,2,4,3,3,4,3,3,3,3,3,3,3,3,5,3,4,2,1,2,3,3,4,3,2,2,3,4,4,2,3,3,2,3,2,3,2,3,1,1,0,0,0,0,1,2,6,2
42,8,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA,3,6,1,4,4,4,4,1,4,4,2,4,4,4,1,1,1,6,1,1,2,1,6,2,1,1,3,2,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,2,2,6,3,1,3,1,4,1,0,0,1,1,1,1,2,8,1
2008,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,4,5,2,4,4,1,2,2,4,4,4,3,4,2,5,2,4,3,5,1,2,4,4,3,4,3,3,2,3,3,4,2,2,2,2,2,1,1,2,2,3,4,2,2,4,2,3,3,3,3,2,2,2,2,4,1,0,0,1,0,0,1,2,13,1
1115,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,4,5,1,4,4,1,4,1,1,4,1,3,3,4,3,1,1,5,1,1,1,1,6,2,4,3,1,1,2,1,2,5,1,1,1,3,5,3,2,1,1,1,4,2,3,1,1,6,3,1,3,1,3,1,4,3,1,0,0,0,0,3,2,6,1
1246,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4,5,1,4,4,2,4,2,4,4,4,4,4,1,6,1,1,4,4,3,2,2,3,3,4,3,5,3,2,4,5,6,3,5,3,3,5,3,5,1,4,5,3,5,3,2,4,2,4,3,4,3,3,2,2,1,0,1,1,0,0,1,2,5,1
382,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,3,4,4,3,4,4,2,4,4,4,4,4,3,3,3,4,5,3,3,3,4,3,3,3,3,3,4,4,3,3,4,3,3,3,4,3,4,3,3,4,3,3,3,3,3,4,3,3,4,4,3,4,3,4,3,1,0,0,0,0,5,1,2,2
786,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,NA,4,4,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,3,1,1,1,2,2,1,2,1,3,1,1,2,2,1,1,3,1,3,2,2,1,1,1,2,2,1,1,2,4,2,1,0,0,0,0,6,1,7,2
1038,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,6,1,4,3,4,4,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,0,0,0,0,1,2,4,1
428,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,NA,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,1,0,0,0,0,1,2,9,2
