CaseID,q1,q4r1,q4r2,q4r3,q4r4,q4r5,q4r6,q4r7,q4r8,q4r9,q4r10,q4r11,q56,q57,TechAttitudeMean,TechUseSocialMean,ShoppingAttitudeMean,SocialWebMean,RadioWebMean,VideoWebMean,LeaderMean,Clusters
1998,4,1,0,1,1,0,1,1,1,1,0,0,2,1,1.6,1.25,3.2,2.75,2.5,2.75,1.25,7
1613,8,1,1,1,1,1,1,1,1,1,1,0,13,2,2.8,2,3.2,1.75,3.25,2,2.25,6
800,2,0,1,1,1,1,0,0,0,0,0,0,6,2,3,3,3.4,3.25,3.75,4,2.5,5
430,4,0,0,0,0,1,0,0,0,0,0,0,11,1,2.6,3.75,3.4,3,3.75,2.25,3,5
240,7,0,0,0,1,0,0,1,1,1,0,0,9,1,2,2.5,2.7,2.25,2.75,2,2.083333333,1
680,3,0,0,0,0,1,0,0,0,0,1,0,4,2,3.8,3.25,3.5,3,3.75,3.75,3.083333333,6
15,2,0,0,0,0,1,1,0,0,0,0,0,7,1,3.4,4.25,3.6,3.25,3.5,3.5,2.833333333,5
1589,4,1,0,0,0,1,1,0,1,1,0,0,14,2,3.6,2.75,4.2,1.75,3.5,2.5,2.416666667,3
414,10,1,0,1,0,1,0,1,0,0,0,0,11,1,3.6,3.25,4.2,4,3,3,2.833333333,1
44,3,0,0,0,1,1,1,0,0,0,0,0,2,2,3.6,3.75,3.7,3,3,3.25,3.333333333,5
1843,7,1,0,1,1,1,1,1,1,0,0,0,10,2,2,3,2,2.5,3,3,1.916666667,7
355,5,0,0,1,0,1,0,1,0,0,0,0,11,1,1.8,3,3.2,4,3.5,3.75,2.166666667,5
214,5,0,0,0,0,1,1,0,1,1,0,0,5,1,2.6,2,2.1,3,3.5,3,1.916666667,2
243,2,1,0,1,0,1,1,0,0,0,0,0,3,1,3,6,6,3.25,4,3.25,3.75,5
267,1,1,0,0,0,0,0,0,0,1,0,0,1,2,3.6,3,3.4,1.75,3.25,1.75,2.916666667,5
2069,6,1,1,0,0,1,1,1,1,0,0,0,10,2,1.8,2.5,3.8,2.5,4,3.25,1.833333333,4
625,4,0,0,1,1,1,1,1,1,1,0,0,6,2,1.6,1,2.4,1.75,1.75,1.25,1.166666667,4
1829,7,1,1,1,1,1,1,1,1,1,1,0,12,2,2.6,2.25,4.1,2.25,3,2.5,1.916666667,6
1450,8,1,0,0,0,0,1,1,0,1,0,0,14,2,3,2.25,3.7,2.75,3,3,2.25,1
714,6,0,0,1,0,1,1,1,1,0,0,0,5,2,2.2,2.25,2.1,1.25,2.25,2,1.75,7
1528,8,1,0,0,0,0,1,1,1,1,0,0,9,1,1.2,2.5,3.7,2.25,2.75,2,1.5,3
1533,9,1,0,0,0,1,1,0,0,0,0,0,7,1,3.2,5,3.4,3,4,3.25,3.666666667,5
1671,3,1,0,1,0,1,1,0,1,1,0,0,9,2,2.2,2.5,2.8,2.75,3.5,2.75,1.75,3
1047,8,0,0,1,0,0,1,1,0,0,1,0,3,1,4.2,2.75,3,2.5,3.5,3.5,2.666666667,6
492,3,1,0,1,1,1,1,1,1,1,0,0,12,1,2.4,2.5,2.4,2.25,3.25,2,2.083333333,7
1870,7,1,0,1,0,1,1,1,0,1,0,0,5,2,1,1,1,1,1,1,0.833333333,7
1527,7,1,0,1,0,1,1,1,0,1,0,0,12,2,1.6,2,2.2,2.5,3.5,2,1.583333333,7
1418,6,1,0,1,0,0,1,0,1,0,0,0,12,2,2.6,2.25,3.4,2.25,3.25,2,2,1
404,4,0,0,0,0,1,1,0,0,0,0,0,9,2,2.2,1.75,2.4,3,3.25,2.5,1.833333333,5
274,9,0,0,0,0,1,1,1,0,1,0,0,14,2,3,1.75,2.6,2.25,4,2.75,2.083333333,2
2260,2,1,1,1,1,1,1,1,1,1,0,0,12,2,2,2,1,2.75,3.25,1.75,1.583333333,4
1794,2,1,1,1,0,1,1,0,1,0,0,0,1,2,2.2,2.25,3.2,3,4,2.75,1.833333333,4
1954,2,1,0,1,1,1,1,1,0,1,0,0,6,1,1.6,3,3.1,3,3,2,1.916666667,7
1536,1,1,0,0,0,1,1,0,0,1,0,0,7,2,1,2.5,3.8,3.25,3.5,3.25,1.666666667,3
1314,4,1,0,0,0,1,1,0,0,0,0,0,1,2,2.2,2,2.2,3,3.25,3,1.666666667,3
36,5,0,0,0,0,0,0,0,0,0,0,1,12,1,2.6,3,3.4,2.5,3.25,3,2.416666667,8
1009,2,1,0,0,0,1,0,1,0,0,1,0,6,1,2.2,3.25,2.9,4,3.75,3.25,2.833333333,6
2252,3,1,0,1,0,1,1,1,0,0,0,0,10,2,3.4,2.25,3.5,2.75,2.5,1.75,2.583333333,3
1545,7,1,1,1,1,1,1,1,0,1,0,0,7,2,3.4,2.25,2.9,2.5,3,2.75,2,4
1921,2,1,0,0,0,1,0,0,1,0,0,0,1,1,3,3,3,2.25,3.25,2.75,2.5,5
442,3,1,0,1,1,1,1,1,1,1,0,0,11,1,2,2.25,3.7,1.75,1.75,2.75,1.666666667,7
799,5,1,0,0,0,1,1,0,0,0,0,0,10,1,2,2,2,2.75,2.5,3,1.583333333,3
1640,8,1,0,0,0,0,1,0,1,0,0,0,8,2,3.4,2.75,3,2.75,3.75,3,2.25,1
2221,4,1,0,0,0,1,0,0,0,0,0,0,6,2,3.4,1.75,3.9,4,2.75,3,2.5,5
1286,6,1,0,1,0,1,1,0,0,1,0,0,4,1,2.4,3,3.9,3,2.75,3.25,2.416666667,3
1648,10,1,0,0,0,1,1,1,0,1,0,0,1,1,3.4,3.25,3.6,2.5,3.75,3.25,2.916666667,1
1264,3,1,1,1,0,1,1,0,0,0,0,0,6,2,3.2,2,2.8,3.25,3.25,3.5,2.166666667,4
1368,2,1,0,0,0,1,0,0,1,0,0,0,14,2,2.6,2.75,4.9,3,3,2.5,2.583333333,5
1987,3,1,0,1,0,1,1,1,1,0,0,0,5,1,3.2,2.75,2.9,3.25,3.25,2.75,2.5,3
1184,3,0,0,0,0,1,1,0,0,0,0,0,5,2,2.4,2.5,2,2.5,3.25,2.5,2,5
2081,5,1,0,0,0,1,1,1,0,0,0,0,2,1,2.4,3.25,2.3,3.25,4,3.25,2.5,3
411,5,1,1,1,1,1,1,1,1,1,0,0,12,2,2,1,1.6,2.75,3.25,3.25,1.25,4
1122,7,0,0,0,0,0,1,0,0,0,0,0,10,2,3.6,3.25,2.6,2.75,3.25,2.5,3.166666667,1
1185,4,1,0,0,0,0,0,0,0,0,0,0,9,2,1,1,1,1,1,1,0.833333333,2
1684,1,1,0,1,1,1,1,1,0,0,0,0,14,2,1.6,3.75,3.7,2.5,4,2.75,2,2
1269,2,1,0,0,0,1,1,0,1,0,0,0,4,2,3.2,2,2.2,3.25,3.75,2.75,1.916666667,3
323,2,1,1,1,1,0,1,1,1,1,0,0,9,2,1.6,1.5,2.1,1.5,1.5,1.5,1.166666667,4
1017,2,0,1,0,1,1,0,0,0,0,0,0,1,2,3.6,2.75,4.2,4,3.5,3,2.666666667,5
5,8,0,0,0,0,0,0,0,0,0,0,1,2,1,2.8,3.25,3.1,3,4,3.25,2.416666667,8
753,2,0,0,0,0,0,0,1,1,0,0,0,4,2,2,1,1.7,3.25,3.5,3.25,1.25,2
285,4,0,1,1,0,1,1,0,0,0,0,0,6,2,2.8,1.5,2.4,2.75,3.25,3.25,1.916666667,2
1202,2,0,0,0,1,0,0,0,0,0,0,0,5,1,4,3.75,4,1,1,1,3.5,5
1951,6,1,0,0,1,1,1,0,1,0,0,0,6,2,2.6,2.75,3.9,2.25,2.75,3,2.5,3
1646,3,1,0,1,0,1,1,1,1,1,0,0,8,2,3.2,3,3.8,2.25,3.25,2.75,2.75,3
2022,3,1,0,0,0,1,1,0,1,0,1,0,9,2,1.6,1.25,2.1,3.25,3.5,3.5,1.166666667,6
99,2,0,0,1,1,1,1,1,0,0,0,0,9,2,2.6,3.5,3.8,3.5,3.75,3.25,2.333333333,2
216,9,0,0,0,0,1,1,0,0,0,0,0,10,1,2.4,2,1.7,3.5,3.5,3.5,1.833333333,2
676,7,0,0,1,0,1,1,0,0,1,0,0,5,2,3,3,2.9,2.25,3,2.5,2.333333333,2
2366,6,1,0,1,0,1,1,1,1,0,0,0,10,2,2.2,2.75,1.8,2,2.5,2.5,2.083333333,7
196,5,0,0,0,0,0,1,0,0,0,0,0,2,1,3.2,4,3.7,3,3.75,3.5,2.666666667,1
282,3,1,1,0,0,1,1,1,1,1,0,0,4,1,1.6,1.75,2.4,2.25,2.25,2,1.416666667,4
725,3,1,1,1,1,1,1,1,1,1,0,0,9,1,1.6,1.75,2,2.25,3,2.5,1.416666667,4
182,5,1,1,1,1,1,1,1,1,1,0,0,10,1,2,1.25,2.7,1,1,1.5,1.333333333,4
1662,5,1,0,1,0,1,1,1,0,1,1,0,7,1,2,2,2.5,2.5,3.75,3.5,1.75,6
566,8,0,0,0,0,1,0,1,1,0,1,0,5,2,3.8,4.5,4.8,3.75,3,3.5,3.583333333,6
2135,2,1,0,0,0,1,1,1,1,0,0,0,10,2,2.8,2.25,2.9,3.25,2.5,2.25,2,3
2151,2,1,0,0,0,1,1,0,1,0,0,0,7,2,1,2.5,1.7,1.75,1.5,1.5,1.416666667,2
2164,2,1,0,0,0,1,1,0,1,1,0,0,7,2,3.4,3.5,3.4,2,1.75,1.5,2.833333333,3
1970,5,1,0,1,1,1,1,1,1,0,0,0,5,1,2,2,4.4,2.75,2.75,2.75,1.916666667,7
711,2,0,0,1,0,1,1,1,1,0,0,0,5,1,2,2.25,2.6,1.25,2,1.5,1.75,7
393,4,0,1,1,1,1,0,0,1,0,0,0,3,1,3.2,3,4.2,2,2.5,2.25,2.5,7
570,4,0,0,0,0,1,1,0,0,0,0,0,12,1,4.2,4.5,4.4,3.25,3.25,3.75,3.25,5
2351,2,1,1,1,0,1,1,0,0,1,0,0,4,2,2,2.25,2.4,2.5,2.75,1.75,1.583333333,4
731,5,1,0,0,0,1,1,0,0,0,0,0,4,1,3.2,2.75,3.7,2,2,2.25,2.833333333,3
1344,3,1,0,0,0,1,1,1,1,1,0,0,5,2,2.8,2,2.6,3,2.5,2.5,2.083333333,3
2065,3,1,0,1,1,1,1,1,1,1,0,0,7,2,3.2,2.5,1.7,3.25,3,2,2.25,7
689,3,0,1,1,1,1,1,1,1,1,0,0,12,2,1.6,2,1.5,2.5,2.5,1.75,1.5,4
1782,3,1,0,0,0,1,1,0,1,0,0,0,11,2,3.2,3.25,3.8,2.25,3.25,2.75,2.583333333,3
381,4,1,0,1,0,1,0,1,0,0,0,0,5,1,3,3,4,1,1,1,2.5,6
201,9,0,0,0,0,1,1,1,1,0,0,0,5,1,2.4,2.5,3.9,3,3.5,2.75,2,2
2375,7,1,0,0,0,0,0,0,0,0,0,0,9,1,4.4,4,5,4,4,3.75,3.333333333,1
575,2,1,1,0,0,0,0,0,0,0,0,0,3,2,3.4,3.25,2.8,2.25,2.25,1.5,2.833333333,5
905,2,1,0,0,0,1,0,1,0,0,0,0,14,2,4,3.25,3,3.5,3.75,2.5,3,5
2051,1,1,0,1,0,1,1,1,0,0,0,0,1,1,2.8,3,2.8,3.25,3,1.75,2.583333333,2
2232,4,1,0,1,0,1,1,1,1,0,0,0,8,2,2.4,3,2.3,2.75,2.25,2.5,2.166666667,7
1178,2,0,0,0,1,1,1,1,1,0,0,0,9,1,2.4,3.75,6,2.25,1.75,2.75,2.25,7
1028,5,0,0,0,0,1,0,0,0,0,0,0,5,1,2.4,2.5,2.5,2.5,2,2.5,1.916666667,5
1643,5,1,1,0,0,1,1,1,1,1,0,0,14,2,2.6,2,2.4,1.75,3.75,2.5,1.916666667,4
1552,3,1,0,1,0,1,1,1,1,0,0,0,8,2,2.6,2.75,3,2.25,3.5,2.75,1.833333333,7
1076,2,1,0,1,1,1,1,0,0,0,0,0,5,1,1.2,1,1.5,2.25,2.75,2.75,0.916666667,7
1694,7,1,0,0,0,1,0,1,0,1,0,0,12,1,2.2,3.5,3.8,2.75,3.25,3.25,2.666666667,1
18,8,0,0,1,0,0,0,1,0,0,0,0,11,2,2.4,2,3.2,3.25,2.25,2,2.166666667,2
1144,6,0,0,0,0,0,0,0,0,0,0,1,10,1,3,3.75,3.4,4,4,3.75,3.25,8
1283,9,1,1,1,1,0,1,1,1,1,1,0,14,1,2.8,3.75,4.5,3.25,2,3.25,2.75,6
538,4,1,0,1,1,1,1,1,1,0,0,0,4,1,2,1.5,1.8,2.75,2.5,2.25,1.166666667,7
937,3,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1.2,2,2,4,0.833333333,2
1377,3,1,0,0,0,1,1,0,1,1,0,0,6,2,2.8,2.75,3.1,1.25,3.75,2,2.583333333,3
93,3,0,0,0,0,1,1,1,0,1,0,0,12,1,1.8,2,2.7,2.5,3.25,2,1.333333333,2
107,2,0,0,0,0,0,0,0,0,0,1,0,10,2,1.2,2,1.6,3.75,3.5,3.75,1.333333333,6
992,3,0,0,0,0,0,0,0,0,0,0,1,3,2,2.2,2.75,1.5,3.25,4,3,1.916666667,8
1347,3,1,1,1,0,1,1,0,1,0,0,0,9,1,3,2.5,3.9,2.5,3.25,3,2.416666667,4
2338,3,1,0,0,0,1,1,0,0,0,0,0,1,1,2,2,2,3,3,3,1.666666667,3
348,3,1,0,1,0,1,1,1,1,0,0,0,7,1,2.2,1.75,2.8,2.25,2.25,2.25,1.833333333,7
239,3,1,0,0,0,0,0,0,0,0,0,0,3,2,4,4,5,2.5,3,3.25,3.333333333,5
1180,2,0,0,0,0,1,1,0,1,0,0,0,4,1,1.6,2,2.1,2.5,3.25,2.75,1.416666667,2
450,5,0,1,0,0,0,0,0,0,0,0,0,4,1,1.8,2.25,1.7,2.25,1.25,2.5,1.166666667,5
1862,1,1,0,1,0,1,1,0,0,0,0,0,6,2,3.2,3.75,3.4,3.25,4,3.5,2.75,2
2086,4,1,0,0,0,1,1,0,1,0,0,0,9,1,2,2.25,2.9,3,4,3.25,1.75,3
1874,3,1,1,0,0,1,1,0,0,0,0,0,12,2,3,2.5,3.1,1.75,3.25,2.25,2.25,4
290,7,1,0,1,0,0,1,1,1,1,0,0,10,1,3,2.25,3,3,3,2,2.166666667,3
2070,4,1,0,1,1,1,1,0,0,1,1,0,10,1,1.4,2,2.4,2,2.25,1.75,1.333333333,6
98,8,0,0,0,0,1,1,1,0,0,0,0,14,1,3.4,3.25,2.1,2.75,2.75,3,2.916666667,2
1342,6,1,0,1,0,1,1,1,0,0,0,0,10,1,2.6,3.5,3.5,1.75,3.5,2.5,2.583333333,3
599,5,0,0,0,0,0,0,1,0,0,0,0,10,1,2.4,3,3.6,4,3.5,4,2.833333333,1
2303,4,1,0,0,0,1,1,1,1,0,0,0,5,1,2.8,2.75,2.1,2,2.75,2.5,2.416666667,3
1814,8,1,0,1,0,1,1,1,1,0,0,0,14,1,2.8,3,3.2,2,2.75,2.25,2.666666667,3
1008,2,0,0,0,0,0,0,0,0,0,0,1,1,2,3.2,3.25,4.3,4,4,3.75,3,8
339,2,1,1,1,1,1,1,1,1,1,0,0,9,1,2.4,1.75,2.7,2.25,1.5,2,1.666666667,4
1704,2,1,0,0,0,1,1,0,1,0,0,0,7,2,2.8,1.25,3.3,2.5,3.5,2.75,1.833333333,3
1895,2,1,0,1,0,1,1,1,0,0,0,0,6,2,2.6,2.25,3.9,2.75,3.25,3.5,2.083333333,2
1863,5,1,0,1,0,1,1,1,1,1,0,0,7,1,2,1.5,2.8,2.5,2.5,2.75,1.666666667,7
95,2,0,0,0,0,1,1,0,0,0,0,0,14,1,1.4,2,3.3,2.75,2.75,2.5,1.416666667,5
859,3,1,0,0,1,1,1,1,0,0,0,0,3,1,2.4,3.25,2.5,2.75,2,2,2,7
313,2,1,0,1,1,1,1,1,0,1,0,0,10,1,2,2.75,3.8,2.25,2.25,2.25,2.333333333,7
1030,2,1,0,1,1,1,1,1,1,0,0,0,4,2,1.2,2.25,2.9,2.25,1.75,2,1.416666667,7
721,2,0,0,1,1,1,1,0,0,0,0,0,1,1,2.8,3.5,3.2,1.75,2.75,2.25,2.666666667,5
521,4,1,1,1,1,1,1,1,1,1,0,0,1,2,2.6,3.25,3.5,3,2.75,2.25,2.166666667,4
2020,3,1,0,1,1,1,1,1,1,1,1,0,13,2,2.8,2,3.8,1.5,3,1.75,1.916666667,6
1109,2,0,0,0,0,1,1,0,0,0,0,0,6,1,2.8,3.5,3.2,3.25,3.5,3,2.416666667,5
1320,6,1,0,0,0,1,1,0,0,1,0,0,14,2,3.8,2.5,3,2.75,3.75,3.25,2.416666667,3
1981,2,1,1,1,0,1,1,1,0,1,0,0,9,2,1.6,2.25,3.7,2.25,4,3,1.666666667,4
518,6,1,1,0,1,1,1,1,1,1,0,0,10,1,2,2.25,2,1.5,2.5,2.25,1.666666667,4
1229,2,0,0,0,0,1,0,0,0,0,0,0,4,2,4.6,3.25,5,4,4,3.75,2.916666667,5
996,6,0,0,0,0,0,1,1,0,0,0,0,14,2,2.8,3.5,3.5,2.75,2.75,3.75,2.583333333,1
1319,5,1,0,0,0,1,1,1,0,0,0,0,12,1,2.4,2.25,2.9,3.25,4,3,1.75,3
1461,7,1,1,1,1,1,1,1,1,1,0,0,10,2,2.6,2.25,5.1,2.25,3.25,1,1.916666667,4
552,3,0,0,1,1,1,1,1,1,0,0,0,6,1,1,1,1,3.25,4,3,0.833333333,7
1490,8,1,1,1,1,1,1,1,1,1,0,0,6,2,2.4,1.75,2.6,2.5,2.25,2,1.75,4
1324,3,1,0,0,0,1,1,1,1,1,0,0,4,2,3.2,2.25,3.5,3.25,4,2.75,2,3
1265,7,1,0,0,1,1,1,0,0,0,0,0,8,2,2.6,1.5,3.9,3,2.5,2.25,2.333333333,3
2281,6,1,0,1,0,0,1,1,1,1,0,0,13,1,3,3,2.7,2.25,3,2.75,2.5,6
315,9,1,0,0,0,1,1,0,0,1,0,0,6,1,3.2,2.75,3.4,1.25,2.5,2.5,2.666666667,3
2042,4,1,0,1,0,0,1,0,1,0,0,0,9,2,2.4,2.75,2.2,2.25,2.75,1.75,2,1
804,6,0,0,0,0,0,1,0,0,0,0,0,4,1,3,3,3,4,4,3.5,2.5,1
1577,9,1,0,0,0,0,0,0,0,0,0,0,12,2,2.8,2.25,3.9,3.5,3.5,2.5,2.25,1
436,2,0,0,1,0,1,1,0,0,0,0,0,6,1,3.2,3.25,2.5,3,3.25,2.5,2.583333333,5
2178,3,1,1,1,0,1,1,0,0,0,0,0,7,2,2.6,2.75,3.4,2,2.25,2,2.25,4
2075,8,1,0,0,0,1,1,0,1,1,0,0,12,2,3.2,3.5,3.7,3.5,4,3.5,2.666666667,3
1308,2,1,0,0,0,0,1,0,0,0,0,0,7,1,3,2.25,3.8,4,4,4,2.083333333,1
1316,1,1,0,1,0,1,1,0,0,0,0,0,13,2,2.6,2.25,4.2,3.25,3.25,3.25,1.916666667,2
1946,7,1,0,0,0,1,1,0,0,0,0,0,8,1,3.8,4.75,5.6,2.75,4,3.5,3.916666667,5
349,3,1,0,0,0,1,1,0,1,0,0,0,8,1,2.8,2.75,3.6,3.25,2.75,2,2.333333333,3
1837,6,1,0,0,0,1,1,1,0,0,0,0,14,2,3.6,2.25,3.1,2.75,4,2.75,2.416666667,3
2285,4,1,0,0,1,1,1,1,0,0,0,0,7,1,2.6,4,2.5,1.75,2.25,1.75,2.666666667,7
841,2,1,0,1,1,1,1,1,0,1,0,0,5,1,2.8,2.25,3.1,2.5,2.25,2,2,7
1803,1,1,0,1,0,1,1,0,1,0,0,0,3,1,3.8,3.5,3.3,3.25,4,3.5,3,3
2265,3,1,0,0,0,1,1,0,1,0,0,0,5,1,2.2,2.25,3.6,3,3,3.5,1.5,3
153,4,1,0,1,0,0,1,0,0,0,0,0,6,1,2,3.75,4.3,2.75,3.5,3.25,2.5,1
772,2,1,0,1,0,1,1,0,0,0,0,0,9,2,3.2,4.25,4.1,3.25,4,2.5,2.916666667,2
268,2,1,0,0,1,1,1,1,1,1,0,0,5,2,3,2.75,4.3,3.25,2.75,2.75,2.333333333,7
28,7,0,0,0,0,1,1,1,1,1,0,0,9,1,3.2,3.5,4.2,2.75,3.75,3,2.666666667,2
2211,3,1,0,0,1,1,1,0,0,1,0,0,3,2,1.8,2.25,1.7,2,1.75,1.75,1.75,7
311,4,0,0,0,0,0,1,0,0,0,0,0,6,2,2.8,3.25,2.7,3,3.5,3.5,2.166666667,1
42,8,0,0,1,1,1,1,0,0,0,0,0,8,1,2,2.5,2.4,3.25,3.5,3.25,1.833333333,2
2008,6,1,0,0,0,0,1,0,0,1,1,0,13,1,3.2,3.5,2.4,3.5,3.25,2.75,3.166666667,6
1115,2,1,0,1,0,1,1,1,1,0,0,0,6,1,2.2,3.75,1.9,3,1.75,2.75,2.25,7
1246,4,1,0,1,0,1,1,0,0,0,0,0,5,1,3.6,3.25,3.6,3.25,3.5,3.5,2.5,3
382,2,1,0,0,0,1,1,0,0,0,0,0,2,2,3.4,3,3.4,3.75,4,3.5,2.833333333,3
786,2,0,1,1,1,1,1,1,1,0,0,0,7,2,1.4,2,1.7,1,1.5,1,1.416666667,4
1038,2,1,0,0,0,1,1,0,0,0,0,0,4,1,3,3,3,3,4,3.5,2.5,3
428,2,0,1,1,1,1,1,1,1,1,1,0,9,2,3,3,3,2,2,2,2.5,6
829,3,1,0,0,0,1,1,1,1,1,0,0,6,2,1.8,2.25,2.4,3.25,2.5,2.5,1.583333333,3
1220,2,1,0,0,0,0,1,1,0,0,0,0,8,1,4.4,3,2.9,2.5,2.25,2.5,3.083333333,1
1095,4,0,0,1,0,1,0,0,0,0,0,0,7,2,3.2,2,2.1,3.25,3,3.75,2.416666667,5
634,3,0,0,0,0,1,1,1,0,0,0,0,2,2,1.6,2.5,4.6,2.75,2.5,2.5,1.75,2
105,5,0,0,1,0,1,1,1,0,1,0,0,4,2,2,1,2,2.75,3.75,3.25,1.25,2
1036,4,1,0,1,1,1,0,0,0,0,0,0,7,2,1,1,3.1,3.25,2.5,3.25,0.833333333,2
45,3,0,1,0,0,1,1,0,1,0,0,0,7,2,2.4,2.25,2.9,3.25,4,3.25,1.833333333,2
472,2,1,1,1,1,1,1,1,1,1,0,0,10,1,2,1,1.4,1.75,1.25,2,1.25,4
1370,2,1,0,0,0,1,1,0,1,0,0,0,1,2,4.4,2.5,3.9,3.5,3.75,3.75,3.5,3
417,3,0,0,0,0,1,1,0,0,0,0,0,5,1,3.6,4,3.6,3.75,4,3.75,3.166666667,5
1832,4,1,0,0,1,1,1,1,1,1,0,0,6,2,3,1.75,2.3,3.25,3.75,3,2,7
353,6,1,0,0,0,1,1,0,0,0,0,0,7,2,1.6,2,2.2,3.25,2.75,3.25,1.333333333,3
1744,3,1,0,1,0,0,1,0,1,1,0,0,1,2,2.2,2,1.6,3.25,4,3,1.666666667,3
941,4,0,1,1,0,1,1,0,1,1,0,0,9,2,1.6,1.75,1.5,1.5,1.5,1.5,1.5,4
2286,5,1,0,0,0,1,1,0,1,0,0,0,11,1,3,2.25,2.2,3.25,2.25,3.5,2.083333333,3
824,9,0,0,0,0,0,0,0,0,0,0,1,9,1,3,3.75,3.7,4,4,3.75,2.666666667,8
765,10,0,0,0,0,1,1,0,1,0,1,0,6,1,4,3,5,3.25,3.5,3.5,2.666666667,6
1791,2,1,0,0,0,0,1,1,1,0,0,0,1,1,2.6,3.75,3.1,2.75,3.5,3,2.416666667,1
1905,8,1,0,0,0,1,0,1,0,1,0,0,11,2,2.2,1.5,3.7,4,4,2.75,1.916666667,1
1292,11,1,1,1,0,1,1,1,0,1,0,0,8,1,3.2,3,4.4,2.75,4,3,2.5,4
1170,2,0,0,0,0,0,1,1,0,1,0,0,6,2,1.8,2,2,1.75,1.75,2,1.916666667,2
1910,3,1,0,1,1,1,1,0,0,0,0,0,2,2,2.4,3,3.6,3.25,4,3.5,2.416666667,2
555,2,1,0,1,1,1,0,0,0,0,0,0,2,1,1,1,1.6,1,1,1,0.833333333,7
2280,3,1,0,0,0,0,1,0,0,0,0,0,5,1,2.4,3,2.6,2.5,3,1.75,2.333333333,1
1127,2,1,0,1,1,1,1,1,0,0,1,0,5,2,1.8,1.5,2.3,1.5,2.25,2.5,1.25,6
217,3,1,0,1,1,1,1,1,1,1,0,0,1,1,2.4,2.25,2.5,1.5,2.25,1.5,1.833333333,7
1011,5,1,0,0,0,1,1,1,0,0,0,0,12,1,3,3,2.4,1.25,2.5,3.25,2.583333333,3
589,6,0,0,1,0,1,0,0,0,0,0,0,11,2,3,3,3.2,3.5,3.5,3.5,2.666666667,5
1524,6,1,0,0,0,1,1,1,0,0,0,0,12,2,3.6,2.25,4.9,2.75,3,2.25,2.166666667,3
2294,2,1,1,0,1,0,0,1,1,1,0,0,6,2,2.6,3,3.4,3,3.25,2.75,2.666666667,4
1261,4,1,0,1,0,1,1,0,1,0,0,0,9,1,3,2.25,3,2.25,3.25,3,2.166666667,3
385,3,1,0,1,0,1,1,1,1,1,0,0,5,1,3.4,2.25,2.5,3.25,2.5,2.75,2.25,7
2048,6,1,0,0,0,1,1,1,1,1,0,0,12,2,3.2,2.25,3.4,2.25,3.75,2,2.25,3
1196,4,1,0,1,1,1,1,0,0,0,1,0,8,1,2.4,2.5,2.8,2.25,2.5,2.5,2,6
2126,2,1,1,1,1,1,1,1,1,1,0,0,6,2,2.2,4.25,2.7,2,2,1.75,2.5,4
833,6,1,0,0,0,1,1,0,0,0,1,0,6,1,3.4,3.25,4.4,3,3.5,2.5,2.75,6
2045,6,1,0,1,1,1,1,1,0,0,0,0,1,1,2.4,3.75,2.6,3,3.75,3.25,2.083333333,7
358,1,1,0,1,1,1,0,0,1,0,0,0,1,2,3.4,4.25,3.6,2.5,3.5,2.5,2.75,5
33,4,0,0,1,0,1,0,0,0,0,0,0,11,1,3.4,2.25,3.2,2,3.75,2.25,2.416666667,5
548,3,0,0,1,1,1,0,1,0,1,0,0,5,2,2.2,2,2.2,3.25,2.5,2,1.916666667,7
2094,8,1,1,1,1,0,0,1,0,0,0,0,14,1,4.4,2.25,3.3,3.25,3.25,2.5,3.166666667,1
1828,9,1,0,0,0,1,1,1,1,1,0,0,14,1,3.2,2.25,3.2,2.5,3.25,3.25,2.5,3
308,7,0,0,0,0,1,0,0,0,0,0,0,8,2,1.4,2.75,2.2,3,3.25,3.5,1.416666667,2
883,2,1,1,1,0,1,1,1,0,0,0,0,4,2,2.4,2,2,1.75,1,1.75,1.833333333,4
103,9,0,0,0,0,0,0,0,0,0,0,1,10,1,2.8,4,3.6,3.25,4,4,2.916666667,8
334,6,1,0,0,0,1,1,1,1,1,0,0,12,1,2.2,2.25,3.1,1.75,3,2.25,1.833333333,3
2083,4,1,0,1,0,1,1,1,1,0,0,0,11,1,1.8,2.5,2.4,3.25,3.5,3.25,1.833333333,7
61,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2.25,2,2.5,2.75,3,1.75,8
2060,9,1,0,0,0,0,0,1,0,0,0,0,14,2,3.6,4,4.9,4,3,3.75,3.166666667,1
295,4,1,1,1,1,1,1,1,1,0,0,0,13,1,2.2,2,2,3,2.75,2.5,1.916666667,4
1062,2,0,1,0,0,0,0,0,0,0,0,0,3,2,3,3,3.4,2.25,2,3.25,1.833333333,5
470,2,1,0,0,0,1,1,0,0,0,0,0,5,2,2.4,3,4,3,3.5,2.75,2.333333333,3
636,9,0,0,0,0,0,1,1,0,0,0,0,6,1,3,2.75,3.1,2.25,2.5,2.25,2.416666667,1
678,4,0,0,1,0,1,1,1,0,0,0,0,6,1,2.8,2,2.4,3.25,3.25,3,2,2
389,2,0,0,0,0,1,0,0,1,0,0,0,4,2,3.2,3,4,4,3.75,3.25,2.083333333,5
